keyword,keyword_uri,wikidata_qid,wikidata_uri,wikidata_label,wikidata_description,match_type,search_lang
Normenkontrollrat,http://example.org/digitalhaushalt/keyword/normenkontrollrat,Q1968237,http://www.wikidata.org/entity/Q1968237,Nationaler Normenkontrollrat,unabhängiges Beratungsgremium der Bundesregierung zur Prüfung von Bürokratiekosten,fuzzy,de
Neue Fahrzeug- und Systemtechnologien,http://example.org/digitalhaushalt/keyword/neue-fahrzeug-und-systemtechnologien,,,,,none,
Netzwerkmanagementförderung,http://example.org/digitalhaushalt/keyword/netzwerkmanagementfoerderung,,,,,none,
Netzwerkanalyse,http://example.org/digitalhaushalt/keyword/netzwerkanalyse,Q4417999,http://www.wikidata.org/entity/Q4417999,Netzwerkanalyse,use of graph theory to solve network problems,exact,de
Quantentechnologiezentrum,http://example.org/digitalhaushalt/keyword/quantentechnologiezentrum,,,,,none,
Netzpolitik,http://example.org/digitalhaushalt/keyword/netzpolitik,Q1978927,http://www.wikidata.org/entity/Q1978927,Netzpolitik,"Politikfeld um netzkulturelle, medienpolitische und medienrechtliche Fragen",exact,de
Digitalfunk,http://example.org/digitalhaushalt/keyword/digitalfunk,Q1225035,http://www.wikidata.org/entity/Q1225035,Digitalfunk,Wikimedia-Begriffsklärungsseite,exact,de
Moderne Verwaltung,http://example.org/digitalhaushalt/keyword/moderne-verwaltung,,,,,none,
Verwaltungsdigitalisierung,http://example.org/digitalhaushalt/keyword/verwaltungsdigitalisierung,Q115966624,http://www.wikidata.org/entity/Q115966624,Verwaltungsdigitalisierung,bezeichnet die Umstellung der öffentlichen Verwaltung auf digitale Technologien und die Bereitstellung von Dienstleistungen über das Internet,exact,de
Digitalisierungsbudget,http://example.org/digitalhaushalt/keyword/digitalisierungsbudget,,,,,none,
IT-Kooperation,http://example.org/digitalhaushalt/keyword/it-kooperation,,,,,none,
Fitko,http://example.org/digitalhaushalt/keyword/fitko,Q104760828,http://www.wikidata.org/entity/Q104760828,Föderale IT-Kooperation,deutsche Anstalt des öffentlichen Rechts zur Unterstützung des IT-Planungsrat und die Umsetzung seiner Beschlüsse durch Bund und Länder,exact,de
E-Government,http://example.org/digitalhaushalt/keyword/e-government,Q211017,http://www.wikidata.org/entity/Q211017,E-Government,"Digitalisierung von Demokratie, Wahlen und staatlicher Verwaltung",exact,de
Elektronische Akte,http://example.org/digitalhaushalt/keyword/elektronische-akte,,,,,none,
Open Data,http://example.org/digitalhaushalt/keyword/open-data,Q309901,http://www.wikidata.org/entity/Q309901,Open Data,frei ohne Einschränkungen nutzbare Daten,exact,de
Elektronische Beschaffung,http://example.org/digitalhaushalt/keyword/elektronische-beschaffung,Q377505,http://www.wikidata.org/entity/Q377505,Elektronische Beschaffung,purchase or sale conducted through the Internet,exact,de
Portalverbund,http://example.org/digitalhaushalt/keyword/portalverbund,,,,,none,
Digitalisierungsplattform,http://example.org/digitalhaushalt/keyword/digitalisierungsplattform,,,,,none,
Digitalisierungsprogramm,http://example.org/digitalhaushalt/keyword/digitalisierungsprogramm,,,,,none,
Ressort-CIO,http://example.org/digitalhaushalt/keyword/ressort-cio,,,,,none,
IT-Steuerung,http://example.org/digitalhaushalt/keyword/it-steuerung,,,,,none,
IT-Controlling,http://example.org/digitalhaushalt/keyword/it-controlling,Q1654941,http://www.wikidata.org/entity/Q1654941,IT-Controlling,,exact,de
Polizei-IT-Fonds,http://example.org/digitalhaushalt/keyword/polizei-it-fonds,,,,,none,
Bundesanstalt für den Digitalfunk der Behörden und Organisationen mit Sicherheitsaufgaben,http://example.org/digitalhaushalt/keyword/bundesanstalt-fuer-den-digitalfunk-der-behoerden-und-organisationen-mit-sicherheitsaufgaben,Q1005549,http://www.wikidata.org/entity/Q1005549,Bundesanstalt für den Digitalfunk der Behörden und Organisationen mit Sicherheitsaufgaben,Anstalt des Öffentlichen Rechts,exact,de
IT-Planungsrat,http://example.org/digitalhaushalt/keyword/it-planungsrat,Q1654951,http://www.wikidata.org/entity/Q1654951,IT-Planungsrat,deutsches Gremium von Bund und Ländern zur Steuerung der informationstechnischen Zusammenarbeit,exact,de
IT-Konsolidierung Bund,http://example.org/digitalhaushalt/keyword/it-konsolidierung-bund,,,,,none,
BWI GmbH,http://example.org/digitalhaushalt/keyword/bwi-gmbh,Q34561213,http://www.wikidata.org/entity/Q34561213,BWI GmbH,deutsches IT-Systemhaus der Bundeswehr,exact,de
IT-Dienstleister,http://example.org/digitalhaushalt/keyword/it-dienstleister,Q1654942,http://www.wikidata.org/entity/Q1654942,IT-Dienstleistung,Dienstleistung aus dem Bereich der Informationstechnologie,exact,de
IT-Konsolidierung,http://example.org/digitalhaushalt/keyword/it-konsolidierung,,,,,none,
Identitätsökosystem,http://example.org/digitalhaushalt/keyword/identitaetsoekosystem,,,,,none,
Gemeinsame IT des Bundes,http://example.org/digitalhaushalt/keyword/gemeinsame-it-des-bundes,,,,,none,
Dienstekonsolidierung,http://example.org/digitalhaushalt/keyword/dienstekonsolidierung,,,,,none,
Föderale IT-Kooperation,http://example.org/digitalhaushalt/keyword/foederale-it-kooperation,Q104760828,http://www.wikidata.org/entity/Q104760828,Föderale IT-Kooperation,deutsche Anstalt des öffentlichen Rechts zur Unterstützung des IT-Planungsrat und die Umsetzung seiner Beschlüsse durch Bund und Länder,exact,de
IT-Staatsvertrag,http://example.org/digitalhaushalt/keyword/it-staatsvertrag,Q131605583,http://www.wikidata.org/entity/Q131605583,IT-Staatsvertrag,deutscher Staatsvertrag über den IT-Planungsrat und die Grundlagen der IT in den Verwaltungen des Bundes und der Länder,exact,de
Agile,http://example.org/digitalhaushalt/keyword/agile,Q14951,http://www.wikidata.org/entity/Q14951,AGILE,Satellit,exact,de
Agentur für Innovation in der Cybersicherheit,http://example.org/digitalhaushalt/keyword/agentur-fuer-innovation-in-der-cybersicherheit,Q97666165,http://www.wikidata.org/entity/Q97666165,Agentur für Innovation in der Cybersicherheit,2020 gegründete GmbH mit Sitz in Halle (Saale),exact,de
Nutzerkonto Bund,http://example.org/digitalhaushalt/keyword/nutzerkonto-bund,Q115965402,http://www.wikidata.org/entity/Q115965402,BundID,"bundesweites Konto, mit dem Bürger ihre Identität online nachweisen können, wenn sie mit Behörden zu tun haben",exact,de
NExT,http://example.org/digitalhaushalt/keyword/next,Q308993,http://www.wikidata.org/entity/Q308993,NeXT,"US-amerikanischer Computerhersteller, von Apple-Gründer Steve Jobs gegründet",exact,de
ZenDiS,http://example.org/digitalhaushalt/keyword/zendis,Q130385289,http://www.wikidata.org/entity/Q130385289,Zentrum für Digitale Souveränität der Öffentlichen Verwaltung,"zentrale Anlaufstelle für die Öffentliche Verwaltung in Deutschland, bei Open Source Vorhaben",exact,de
Souveränen Arbeitsplatz,http://example.org/digitalhaushalt/keyword/souveraenen-arbeitsplatz,,,,,none,
Deutsche Verwaltungscloud,http://example.org/digitalhaushalt/keyword/deutsche-verwaltungscloud,,,,,none,
DVC,http://example.org/digitalhaushalt/keyword/dvc,Q5270173,http://www.wikidata.org/entity/Q5270173,Diablo Valley College,"community college in Contra Costa County, California, United States",exact,de
Digitalakademie,http://example.org/digitalhaushalt/keyword/digitalakademie,Q139268432,http://www.wikidata.org/entity/Q139268432,Digitalakademie,Bildungsinitiative für die Digitalisierung der Bau- und Immobilienwirtschaft in Österreich,exact,de
BEKI,http://example.org/digitalhaushalt/keyword/beki,Q336286,http://www.wikidata.org/entity/Q336286,Abwehrspieler,Spielerposition im Mannschaftssport,exact,de
Datenaustausch,http://example.org/digitalhaushalt/keyword/datenaustausch,Q1172338,http://www.wikidata.org/entity/Q1172338,Datenaustausch,Begriff aus der Datenverarbeitung,exact,de
XÖV-Standard,http://example.org/digitalhaushalt/keyword/xoev-standard,,,,,none,
XInneres,http://example.org/digitalhaushalt/keyword/xinneres,,,,,none,
XWaffe,http://example.org/digitalhaushalt/keyword/xwaffe,,,,,none,
XBau,http://example.org/digitalhaushalt/keyword/xbau,,,,,none,
BSI,http://example.org/digitalhaushalt/keyword/bsi,Q257906,http://www.wikidata.org/entity/Q257906,Bundesamt für Sicherheit in der Informationstechnik,zentrale deutsche Bundesoberbehörde für IT-Sicherheit,exact,de
Information Sharing Portal,http://example.org/digitalhaushalt/keyword/information-sharing-portal,,,,,none,
BISP,http://example.org/digitalhaushalt/keyword/bisp,Q55229875,http://www.wikidata.org/entity/Q55229875,Bisp,Familienname,exact,de
Cyberresilienz,http://example.org/digitalhaushalt/keyword/cyberresilienz,Q118945294,http://www.wikidata.org/entity/Q118945294,Cyberresilienz-Verordnung,Verordnung der Europäischen Union,fuzzy,de
BDBOS,http://example.org/digitalhaushalt/keyword/bdbos,Q1005549,http://www.wikidata.org/entity/Q1005549,Bundesanstalt für den Digitalfunk der Behörden und Organisationen mit Sicherheitsaufgaben,Anstalt des Öffentlichen Rechts,exact,de
Bibliotheksportals,http://example.org/digitalhaushalt/keyword/bibliotheksportals,,,,,none,
Netzausbau,http://example.org/digitalhaushalt/keyword/netzausbau,Q15836561,http://www.wikidata.org/entity/Q15836561,Netzausbau,Wikimedia-Begriffsklärungsseite,exact,de
Tawan,http://example.org/digitalhaushalt/keyword/tawan,Q96653984,http://www.wikidata.org/entity/Q96653984,Tawan,männlicher Vorname,exact,de
Fernmeldesysteme,http://example.org/digitalhaushalt/keyword/fernmeldesysteme,,,,,none,
NATO Communications and Information Agency,http://example.org/digitalhaushalt/keyword/nato-communications-and-information-agency,Q6953132,http://www.wikidata.org/entity/Q6953132,NATO Communications and Information Agency,NATO-Kommunikationsagentur,exact,de
NCIA,http://example.org/digitalhaushalt/keyword/ncia,Q30282083,http://www.wikidata.org/entity/Q30282083,National Center on Institutions and Alternatives,amerikanische Non-Profit-Organisation,exact,de
Multimediaangebote,http://example.org/digitalhaushalt/keyword/multimediaangebote,,,,,none,
MPG,http://example.org/digitalhaushalt/keyword/mpg,Q158085,http://www.wikidata.org/entity/Q158085,Max-Planck-Gesellschaft,Institution im Bereich der Grundlagenforschung,exact,de
Monopolkommission,http://example.org/digitalhaushalt/keyword/monopolkommission,Q1945081,http://www.wikidata.org/entity/Q1945081,Monopolkommission,unabhängiges Beratungsgremium der deutschen Bundesregierung,exact,de
Bundeskartellamt,http://example.org/digitalhaushalt/keyword/bundeskartellamt,Q450394,http://www.wikidata.org/entity/Q450394,Bundeskartellamt,Wettbewerbsbehörde der Bundesrepublik Deutschland,exact,de
Bundesnetzagentur,http://example.org/digitalhaushalt/keyword/bundesnetzagentur,Q269138,http://www.wikidata.org/entity/Q269138,Bundesnetzagentur,"oberste deutsche Regulierungsbehörde für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen",exact,de
MONOCAB,http://example.org/digitalhaushalt/keyword/monocab,Q117470322,http://www.wikidata.org/entity/Q117470322,Monocab,elektrisch motorisierte und selbstfahrende Einschienenbahn,exact,de
Green Airport,http://example.org/digitalhaushalt/keyword/green-airport,Q35261203,http://www.wikidata.org/entity/Q35261203,Green Airport,Flughafen in den Vereinigten Staaten,exact,de
Modellierungsdienst,http://example.org/digitalhaushalt/keyword/modellierungsdienst,,,,,none,
Datenportal,http://example.org/digitalhaushalt/keyword/datenportal,Q112335315,http://www.wikidata.org/entity/Q112335315,Datenportal,Website mit Zugang zu bestimmten Daten,exact,de
Militärischen Abschirmdienstes,http://example.org/digitalhaushalt/keyword/militaerischen-abschirmdienstes,,,,,none,
militärischen Abschirmdienstes,http://example.org/digitalhaushalt/keyword/militaerischen-abschirmdienstes,,,,,none,
Militärische Abschirmdienst,http://example.org/digitalhaushalt/keyword/militaerische-abschirmdienst,,,,,none,
Medientechnik,http://example.org/digitalhaushalt/keyword/medientechnik,Q1916441,http://www.wikidata.org/entity/Q1916441,Medientechnik,Teilgebiet der Medienwissenschaft,exact,de
IT-Technik,http://example.org/digitalhaushalt/keyword/it-technik,Q3323515,http://www.wikidata.org/entity/Q3323515,IT-Techniker,professional,fuzzy,de
Max-Planck,http://example.org/digitalhaushalt/keyword/max-planck,Q9021,http://www.wikidata.org/entity/Q9021,Max Planck,"deutscher Physiker, Nobelpreisträger (1858–1947)",fuzzy,de
Halbleiterlabor,http://example.org/digitalhaushalt/keyword/halbleiterlabor,Q30294855,http://www.wikidata.org/entity/Q30294855,Halbleiterlabor der Max-Planck-Gesellschaft,"semiconductor laboratory in Munich, Germany",fuzzy,de
Data Facility,http://example.org/digitalhaushalt/keyword/data-facility,Q28871075,http://www.wikidata.org/entity/Q28871075,Data Facility Product,Software,fuzzy,de
Data Center,http://example.org/digitalhaushalt/keyword/data-center,Q671224,http://www.wikidata.org/entity/Q671224,Rechenzentrum,"Gebäude oder Räumlichkeiten, in denen die zentrale Rechentechnik untergebracht ist",exact,de
DMA,http://example.org/digitalhaushalt/keyword/dma,Q784,http://www.wikidata.org/entity/Q784,Dominica,Inselstaat in der östlichen Karibik,exact,de
ZBW,http://example.org/digitalhaushalt/keyword/zbw,Q233503,http://www.wikidata.org/entity/Q233503,Zweiter Bildungsweg,Begriff aus dem Bildungswesen,exact,de
WGL,http://example.org/digitalhaushalt/keyword/wgl,Q7946357,http://www.wikidata.org/entity/Q7946357,WADO,US-amerikanischer Hörfunksender (MW),exact,de
Leibniz-Institut für innovative Mikroelektronik,http://example.org/digitalhaushalt/keyword/leibniz-institut-fuer-innovative-mikroelektronik,Q829654,http://www.wikidata.org/entity/Q829654,Innovations for High Performance Microelectronics,Forschungseinrichtung der Leibniz-Gemeinschaft,exact,de
IHP,http://example.org/digitalhaushalt/keyword/ihp,Q1130982,http://www.wikidata.org/entity/Q1130982,Institut Henri Poincaré,Physikinstitut,exact,de
Innovations for High Performance Microelectronics,http://example.org/digitalhaushalt/keyword/innovations-for-high-performance-microelectronics,Q829654,http://www.wikidata.org/entity/Q829654,Innovations for High Performance Microelectronics,Forschungseinrichtung der Leibniz-Gemeinschaft,exact,de
TIB,http://example.org/digitalhaushalt/keyword/tib,Q79769,http://www.wikidata.org/entity/Q79769,Tebibyte,1.099.511.627.776 Byte,exact,de
Interaktiv,http://example.org/digitalhaushalt/keyword/interaktiv,Q839721,http://www.wikidata.org/entity/Q839721,Interaktivität,"Wechselbeziehung zwischen zwei oder mehreren beliebigen Größen, Dingen oder Personen",fuzzy,de
Lärm-Monitoringsystems,http://example.org/digitalhaushalt/keyword/laerm-monitoringsystems,,,,,none,
Strategie Künstliche Intelligenz,http://example.org/digitalhaushalt/keyword/strategie-kuenstliche-intelligenz,,,,,none,
Ressourceneffiziente KImit,http://example.org/digitalhaushalt/keyword/ressourceneffiziente-kimit,,,,,none,
KI-Ideenwerkstätten,http://example.org/digitalhaushalt/keyword/ki-ideenwerkstaetten,,,,,none,
Ressourceneffiziente KI,http://example.org/digitalhaushalt/keyword/ressourceneffiziente-ki,,,,,none,
Kommunikationstechnologien,http://example.org/digitalhaushalt/keyword/kommunikationstechnologien,,,,,none,
Kommunikationstechnik,http://example.org/digitalhaushalt/keyword/kommunikationstechnik,Q1780543,http://www.wikidata.org/entity/Q1780543,Kommunikationstechnik,Sammelbegriff für Techniken für die technisch gestützte Kommunikation,exact,de
Kommunikationsnetz,http://example.org/digitalhaushalt/keyword/kommunikationsnetz,Q577764,http://www.wikidata.org/entity/Q577764,Kommunikationssystem,Infrastruktur für den Austausch von Informationen,exact,de
KI-optimierter,http://example.org/digitalhaushalt/keyword/ki-optimierter,,,,,none,
ITU,http://example.org/digitalhaushalt/keyword/itu,Q5094647,http://www.wikidata.org/entity/Q5094647,Intensivstation,Krankenhauseinheit für Intensivpflege,exact,de
Fernmeldeunion,http://example.org/digitalhaushalt/keyword/fernmeldeunion,,,,,none,
Europäisches Büro für Kommunikation,http://example.org/digitalhaushalt/keyword/europaeisches-buero-fuer-kommunikation,,,,,none,
Data Bank,http://example.org/digitalhaushalt/keyword/data-bank,Q5048912,http://www.wikidata.org/entity/Q5048912,Casio Data Bank,Modellreihe digitaler Armbanduhren von Casio,exact,de
IT-Systeme,http://example.org/digitalhaushalt/keyword/it-systeme,Q1648906,http://www.wikidata.org/entity/Q1648906,IT-Systemelektroniker,Ausbildungsberuf,fuzzy,de
IT-Kräften,http://example.org/digitalhaushalt/keyword/it-kraeften,,,,,none,
IT-Betriebskonsolidierung Bund,http://example.org/digitalhaushalt/keyword/it-betriebskonsolidierung-bund,,,,,none,
IT-Betrieb,http://example.org/digitalhaushalt/keyword/it-betrieb,,,,,none,
Cyberund,http://example.org/digitalhaushalt/keyword/cyberund,,,,,none,
Informationsraum,http://example.org/digitalhaushalt/keyword/informationsraum,,,,,none,
IPCEI,http://example.org/digitalhaushalt/keyword/ipcei,Q105443193,http://www.wikidata.org/entity/Q105443193,Important Project of Common European Interest,Förderprojekte der Europäischen Kommission,exact,de
IoT,http://example.org/digitalhaushalt/keyword/iot,Q251212,http://www.wikidata.org/entity/Q251212,Internet der Dinge,Verknüpfung eindeutig identifizierbarer physischer Objekte mit einer virtuellen Repräsentation in einer Internet-ähnlichen Struktur,exact,de
Digitale Agenda,http://example.org/digitalhaushalt/keyword/digitale-agenda,Q21814515,http://www.wikidata.org/entity/Q21814515,Digitale Agenda für Europa 2020,Plan,fuzzy,de
Mikroelektronische,http://example.org/digitalhaushalt/keyword/mikroelektronische,Q116113816,http://www.wikidata.org/entity/Q116113816,Mikroelektronische Bauelemente für extrazelluläre Stimulation und Ableitung von Neuronen,GEPRIS Projekt,fuzzy,de
Important Project of Common European Interest,http://example.org/digitalhaushalt/keyword/important-project-of-common-european-interest,Q105443193,http://www.wikidata.org/entity/Q105443193,Important Project of Common European Interest,Förderprojekte der Europäischen Kommission,exact,de
INVITE,http://example.org/digitalhaushalt/keyword/invite,Q609697,http://www.wikidata.org/entity/Q609697,Einladung,"mündlicher oder schriftlicher Ausdruck, in dem eine Person aufgefordert wird, zu einer bestimmten Zeit und an einem bestimmten Ort an einem bestimmten Ereignis teilzunehmen",exact,de
Bildungsplattform,http://example.org/digitalhaushalt/keyword/bildungsplattform,,,,,none,
Bildungskompetenzzentren,http://example.org/digitalhaushalt/keyword/bildungskompetenzzentren,,,,,none,
Schul-Cloud,http://example.org/digitalhaushalt/keyword/schul-cloud,Q56298189,http://www.wikidata.org/entity/Q56298189,Schul-Cloud,Projekt zur Nutzung von Filesharing-Diensten in der Schulausbildung,exact,de
Open Educational Resources,http://example.org/digitalhaushalt/keyword/open-educational-resources,Q116781,http://www.wikidata.org/entity/Q116781,Open Educational Resources,freie Lern- und Lehrmaterialien,exact,de
Digitaler Bildungsraum,http://example.org/digitalhaushalt/keyword/digitaler-bildungsraum,,,,,none,
Nationale Bildungsplattform,http://example.org/digitalhaushalt/keyword/nationale-bildungsplattform,,,,,none,
digitale Vernetzungsinfrastruktur,http://example.org/digitalhaushalt/keyword/digitale-vernetzungsinfrastruktur,,,,,none,
Digitalgestützten,http://example.org/digitalhaushalt/keyword/digitalgestuetzten,,,,,none,
KI-unterstützt,http://example.org/digitalhaushalt/keyword/ki-unterstuetzt,,,,,none,
Digitale Plattform,http://example.org/digitalhaushalt/keyword/digitale-plattform,Q28017710,http://www.wikidata.org/entity/Q28017710,Digitale Plattform (Infrastruktur),"Online-Infrastruktur, in der Benutzer Informationen austauschen können",fuzzy,de
Mein Bildungsraum,http://example.org/digitalhaushalt/keyword/mein-bildungsraum,,,,,none,
Interoperabilität,http://example.org/digitalhaushalt/keyword/interoperabilitaet,Q749647,http://www.wikidata.org/entity/Q749647,Interoperabilität,ability of systems to work with each other,exact,de
Deutsches Zentrum für Schienenverkehrsforschung,http://example.org/digitalhaushalt/keyword/deutsches-zentrum-fuer-schienenverkehrsforschung,Q64485073,http://www.wikidata.org/entity/Q64485073,Deutsches Zentrum für Schienenverkehrsforschung,"unabhängige, technisch-wissenschaftliche Ressortforschungseinrichtung des Bundes",exact,de
Internetgebrauch,http://example.org/digitalhaushalt/keyword/internetgebrauch,,,,,none,
Internetbasierte,http://example.org/digitalhaushalt/keyword/internetbasierte,Q1714118,http://www.wikidata.org/entity/Q1714118,Online-Publikation,materielose Publikation,fuzzy,de
i-Kfz,http://example.org/digitalhaushalt/keyword/i-kfz,Q136779172,http://www.wikidata.org/entity/Q136779172,I-Kfz-App,App des Kraftfahrt-Bundesamtes (KBA),fuzzy,de
Internetauftritt,http://example.org/digitalhaushalt/keyword/internetauftritt,Q35127,http://www.wikidata.org/entity/Q35127,Website,"Präsenz eines Anbieters von Telemedien im weltweiten Netz, die aus einzelnen Webseiten besteht",exact,de
Internet Governance,http://example.org/digitalhaushalt/keyword/internet-governance,Q1633452,http://www.wikidata.org/entity/Q1633452,Internet Governance,"Entwicklung und Anwendung gemeinsamer Grundsätze, Normen, Regeln, Entscheidungsprozesse und Programme, die die Entwicklung und Nutzung des Internets prägen.",exact,de
Interaction,http://example.org/digitalhaushalt/keyword/interaction,Q52948,http://www.wikidata.org/entity/Q52948,Interaktion,wechselseitiges aufeinander Einwirken von Akteuren oder Systemen,exact,de
Digitalisierungsprojekt,http://example.org/digitalhaushalt/keyword/digitalisierungsprojekt,Q74649520,http://www.wikidata.org/entity/Q74649520,"Digitalisierungsprojekt zu deutschsprachigen jüdischen Zeitungen, Zeitschriften und Volkskalendern aus dem östlichen Europa","Artikel veröffentlicht in VÖB-Mitteilungen (2016), 69/2",fuzzy,de
IntensivRegister,http://example.org/digitalhaushalt/keyword/intensivregister,Q89412656,http://www.wikidata.org/entity/Q89412656,DIVI IntensivRegister,Register zur Erfassung der Belegung von Intensivbetten in Krankenhäuser in Deutschland,exact,de
Intelligence,http://example.org/digitalhaushalt/keyword/intelligence,Q1665657,http://www.wikidata.org/entity/Q1665657,Intelligence,wissenschaftliche Fachzeitschrift,exact,de
Elektronische Kampfführung,http://example.org/digitalhaushalt/keyword/elektronische-kampffuehrung,Q272826,http://www.wikidata.org/entity/Q272826,Elektronischer Kampf,militärische Maßnahmen in der Auseinandersetzung um die Nutzung des elektromagnetischen Spektrums,exact,de
Datenökosystem,http://example.org/digitalhaushalt/keyword/datenoekosystem,,,,,none,
Informationstechnisch,http://example.org/digitalhaushalt/keyword/informationstechnisch,Q1662611,http://www.wikidata.org/entity/Q1662611,informationstechnisches System,"alle Systeme, die aus einer Kombination von Hardware, Software und Netzwerken bestehen und Daten verarbeiten können",fuzzy,de
Informationstechnikzentrum,http://example.org/digitalhaushalt/keyword/informationstechnikzentrum,Q23786362,http://www.wikidata.org/entity/Q23786362,Informationstechnikzentrum Bund,deutscher zentraler IT-Dienstleister des Bundes,fuzzy,de
RegMoG,http://example.org/digitalhaushalt/keyword/regmog,Q135013041,http://www.wikidata.org/entity/Q135013041,Registermodernisierungsgesetz,deutsches Bundesgesetz von 2021,exact,de
Zentrale Stelle für Informationstechnik im Sicherheitsbereich,http://example.org/digitalhaushalt/keyword/zentrale-stelle-fuer-informationstechnik-im-sicherheitsbereich,Q28465844,http://www.wikidata.org/entity/Q28465844,Zentrale Stelle für Informationstechnik im Sicherheitsbereich,zentrale Stelle für Informationstechnik im Sicherheitbereich,exact,de
PC-Arbeitsplätze,http://example.org/digitalhaushalt/keyword/pc-arbeitsplaetze,,,,,none,
Polizei 2020,http://example.org/digitalhaushalt/keyword/polizei-2020,,,,,none,
Cyberangriff,http://example.org/digitalhaushalt/keyword/cyberangriff,Q4071928,http://www.wikidata.org/entity/Q4071928,Cyberattacke,Angriff auf Computernetzwerke,exact,de
LAN-Anlagen,http://example.org/digitalhaushalt/keyword/lan-anlagen,,,,,none,
HERKULES Folgeprojekt,http://example.org/digitalhaushalt/keyword/herkules-folgeprojekt,,,,,none,
IuK,http://example.org/digitalhaushalt/keyword/iuk,Q8502,http://www.wikidata.org/entity/Q8502,Berg,"Geländeform, die sich über die Umgebung erhebt",exact,de
IT-Leistung,http://example.org/digitalhaushalt/keyword/it-leistung,,,,,none,
IT-Dienstleistungsangebots,http://example.org/digitalhaushalt/keyword/it-dienstleistungsangebots,,,,,none,
IT-Dienstleistung,http://example.org/digitalhaushalt/keyword/it-dienstleistung,Q1654942,http://www.wikidata.org/entity/Q1654942,IT-Dienstleistung,Dienstleistung aus dem Bereich der Informationstechnologie,exact,de
IKT-Aufträge,http://example.org/digitalhaushalt/keyword/ikt-auftraege,,,,,none,
Digitale Forensik,http://example.org/digitalhaushalt/keyword/digitale-forensik,Q3246940,http://www.wikidata.org/entity/Q3246940,digitale Forensik,branch of forensic science,exact,de
Hard- und Softwareausstattung,http://example.org/digitalhaushalt/keyword/hard-und-softwareausstattung,,,,,none,
Cybersicherheitsmaßnahmen,http://example.org/digitalhaushalt/keyword/cybersicherheitsmassnahmen,,,,,none,
CIH,http://example.org/digitalhaushalt/keyword/cih,Q17334923,http://www.wikidata.org/entity/Q17334923,physischer Standort,wo etwas ist; relativ zu einem Referenzpunkt,exact,de
Cyber Innovation Hub,http://example.org/digitalhaushalt/keyword/cyber-innovation-hub,Q109380216,http://www.wikidata.org/entity/Q109380216,Cyber Innovation Hub der Bundeswehr,Einrichtung der Bundeswehr,fuzzy,de
Basisdienste,http://example.org/digitalhaushalt/keyword/basisdienste,,,,,none,
IT-Unterstützung,http://example.org/digitalhaushalt/keyword/it-unterstuetzung,,,,,none,
Elektronischen Gesundheitsakte,http://example.org/digitalhaushalt/keyword/elektronischen-gesundheitsakte,,,,,none,
E-Rechnung,http://example.org/digitalhaushalt/keyword/e-rechnung,Q15806970,http://www.wikidata.org/entity/Q15806970,E-Rechnung an den Bund,,fuzzy,de
Informationsamtes,http://example.org/digitalhaushalt/keyword/informationsamtes,,,,,none,
IKT-,http://example.org/digitalhaushalt/keyword/ikt,Q565423,http://www.wikidata.org/entity/Q565423,T-Systems International GmbH,deutscher IT-Dienstleister,fuzzy,de
IGF,http://example.org/digitalhaushalt/keyword/igf,Q1047626,http://www.wikidata.org/entity/Q1047626,International Golf Federation,international golf governing body,exact,de
Fahrzeugdaten,http://example.org/digitalhaushalt/keyword/fahrzeugdaten,,,,,none,
Hochleistungssport,http://example.org/digitalhaushalt/keyword/hochleistungssport,Q1816033,http://www.wikidata.org/entity/Q1816033,Leistungssport,"intensive Ausüben eines Sports mit dem Ziel, im Wettkampf eine hohe Leistung zu erreichen",exact,de
Hochleistungsrechn,http://example.org/digitalhaushalt/keyword/hochleistungsrechn,Q1190465,http://www.wikidata.org/entity/Q1190465,Hochleistungsrechnen,"umfasst alle Rechenarbeiten, deren Bearbeitung einer hohen Rechenleistung oder Speicherkapazität bedarf",fuzzy,de
Hightech-Strategie,http://example.org/digitalhaushalt/keyword/hightech-strategie,Q25385105,http://www.wikidata.org/entity/Q25385105,Hightech-Strategie,"mehrere Schwerpunkte in der deutschen Forschungspolitik (2006, 2007, 2010, 2014, 2018)",exact,de
Mensch-Technik-Interaktion,http://example.org/digitalhaushalt/keyword/mensch-technik-interaktion,,,,,none,
Kryptografie,http://example.org/digitalhaushalt/keyword/kryptografie,Q8789,http://www.wikidata.org/entity/Q8789,Kryptographie,Techniken zur sicheren Kommunikation in Anwesenheit Dritter,exact,de
KI-Nachwuchs Fachhochschulen,http://example.org/digitalhaushalt/keyword/ki-nachwuchs-fachhochschulen,,,,,none,
Interaktive IT-Systeme,http://example.org/digitalhaushalt/keyword/interaktive-it-systeme,,,,,none,
Helmholtzoder,http://example.org/digitalhaushalt/keyword/helmholtzoder,,,,,none,
DigitalDesign,http://example.org/digitalhaushalt/keyword/digitaldesign,,,,,none,
Betriebsanalytik,http://example.org/digitalhaushalt/keyword/betriebsanalytik,,,,,none,
ForLab,http://example.org/digitalhaushalt/keyword/forlab,,,,,none,
Nanoelektronik,http://example.org/digitalhaushalt/keyword/nanoelektronik,Q1479544,http://www.wikidata.org/entity/Q1479544,Nanoelektronik,Schaltkreise mit Strukturbreiten unter 100 nm,exact,de
